Unnamed: 0,EmpID,FirstName,LastName,StartDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
1832,2259,Connor,Wang,2022-02-01,IT Support,Robert Morrow,connor.wang@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,IT/IS,General - Eng,1961-03-24,MA,Drafter,Female,76781,Hispanic,Divorced,Fully Meets,1
1834,2261,Samuel,Jennings,2022-06-01,IT Support,Gregory Brown,samuel.jennings@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,IT/IS,Wireline Construction,1958-06-01,CT,Foreman,Female,24054,Black,Divorced,Fully Meets,2
1835,2262,Shane,Harper,2019-03-17,IT Support,Andrea Clark,shane.harper@bilearner.com,TNS,Active,Contract,Zone A,Temporary,IT/IS,Engineers,1950-10-03,CT,Engineer,Female,84506,Other,Divorced,Fully Meets,2
1836,2263,Kali,Yates,2020-01-07,IT Manager - Support,Casey Galvan,kali.yates@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,IT/IS,General - Sga,1965-10-09,MA,Assistant,Male,10273,Hispanic,Single,Fully Meets,2
1838,2265,Halle,Pena,2019-12-30,IT Support,Chelsea Smith,halle.pena@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,IT/IS,Field Operations,1944-12-30,MA,Construction Manager,Female,87370,Hispanic,Single,Fully Meets,1
1840,2267,Antony,Brandt,2023-04-04,IT Support,Jennifer Watts,antony.brandt@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,IT/IS,General - Con,1971-06-18,CT,Technician,Female,43148,Hispanic,Divorced,Fully Meets,4
1844,2271,Raelynn,Compton,2022-07-09,IT Support,Jared Conley,raelynn.compton@bilearner.com,SVG,Active,Full-Time,Zone A,Temporary,IT/IS,Field Operations,1996-07-20,MA,Tower Hand,Female,48655,Hispanic,Single,Fully Meets,2
1847,2274,Carlos,Mccoy,2020-02-18,IT Manager - Support,Carlos Clarke,carlos.mccoy@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,IT/IS,Aerial,2000-01-23,MA,Lineman,Male,52491,Other,Widowed,Fully Meets,4
1848,2275,Michael,Albert,2022-01-25,Production Manager,Daniel Garcia,michael.albert@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Production       ,Yard (Material Handling),1950-12-09,MA,Runner,Male,2169,Asian,Married,Fully Meets,2
1849,2276,Courtney E,Wallace,2023-07-10,Production Manager,Danielle Graham,courtney e.wallace@bilearner.com,TNS,Active,Full-Time,Zone B,Temporary,Production       ,Project Management - Con,1982-11-21,MA,Project Manager,Female,2478,White,Divorced,Fully Meets,1
1850,2277,Amy,Dunn,2022-04-14,Production Manager,Thomas Boyle,amy.dunn@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Production       ,Field Operations,1963-09-29,MA,Technician,Female,1731,Hispanic,Widowed,Fully Meets,5
1851,2278,Kissy,Sullivan,2022-07-10,Production Manager,Mark Moody DVM,kissy.sullivan@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,Wireless,1963-05-27,MA,Operator,Female,1776,White,Widowed,Fully Meets,4
1852,2279,Walter,Immediato,2022-06-27,Production Manager,Lance Green,walter.immediato@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Production       ,Safety,1977-02-12,MA,Safety,Male,2128,Other,Divorced,Fully Meets,1
1854,2281,Elijiah,Gray,2019-09-10,Production Manager,Shannon Klein,elijiah.gray@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,1998-09-12,MA,Laborer,Male,1752,Hispanic,Single,Fully Meets,4
1855,2282,Charles,Bozzi,2019-04-25,Production Manager,Richard Jackson,charles.bozzi@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Production       ,Fielders,1967-07-28,MA,Engineer,Male,1901,Asian,Single,Fully Meets,4
1857,2284,Jennifer,Zamora,2022-06-14,CIO,Jim Lee,jennifer.zamora@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,IT/IS,Wireline Construction,1960-09-23,MA,Foreman,Female,2067,Other,Widowed,Fully Meets,2
1858,2285,Webster L,Butler,2022-02-15,Production Manager,Thomas Green,webster l.butler@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Production       ,Project Management - Con,1971-05-28,MA,Coordinator,Male,2169,Other,Single,Fully Meets,5
1862,2289,Brandon R,LeBlanc,2019-08-31,Shared Services Manager,James Reynolds,brandon r.leblanc@bilearner.com,BPC,Active,Full-Time,Zone A,Part-Time,Admin Offices,Field Operations,1962-03-05,MA,Laborer,Male,1460,White,Single,Fully Meets,4
1864,2291,Elisa,Bramante,2020-07-07,Director of Operations,Mr. Nicholas Greene,elisa.bramante@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Production       ,General - Con,1985-02-17,MA,Technician,Female,2030,Black,Married,Fully Meets,4
1865,2292,Jonathan,Hogland,2020-01-11,Production Manager,Ann Watson,jonathan.hogland@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Production       ,Aerial,1963-04-07,MA,Foreman,Male,1890,White,Widowed,Fully Meets,2
1867,2294,Ariana,Strickland,2020-10-10,Production Manager,Amanda Harris,ariana.strickland@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,1975-12-03,MA,Engineer,Male,6930,Black,Single,Fully Meets,4
1869,2296,Ronnie,Middleton,2021-08-25,Production Manager,Caroline Reynolds,ronnie.middleton@bilearner.com,TNS,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,1973-04-18,MA,Driller,Female,85028,Hispanic,Divorced,Fully Meets,1
1871,2298,Terry,Gay,2023-08-05,Production Manager,Kelsey Morales,terry.gay@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,1958-04-27,MA,Laborer,Female,9493,Other,Married,Fully Meets,4
1873,2300,Wesley,Nguyen,2020-09-26,Production Manager,Donna Pope,wesley.nguyen@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,Underground,1947-09-04,MA,Laborer,Female,37470,Black,Single,Fully Meets,5
1877,2304,Marlon,Stanton,2021-04-11,President & CEO,Michael Richardson,marlon.stanton@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,Production       ,General - Con,1957-04-21,MA,Manager,Female,66973,White,Divorced,Fully Meets,2
1880,2307,Case,Hahn,2020-05-08,Network Engineer,James Hernandez,case.hahn@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Executive Office,Project Management - Con,1988-05-05,MA,Project Manager,Male,1057,Asian,Single,Fully Meets,2
1882,2309,Alexa,Mercer,2019-06-05,Data Analyst,Kelly Mathis,alexa.mercer@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Production       ,General - Con,1991-04-07,MA,Technician,Male,39014,Hispanic,Widowed,Fully Meets,2
1883,2310,Jade,Sloan,2022-04-21,Data Analyst ,Kimberly Garcia,jade.sloan@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Production       ,Fielders,1983-11-21,MA,Engineer,Male,10223,Hispanic,Single,Fully Meets,5
1885,2312,Maximilian,Carney,2019-11-26,Data Analyst,Samantha Barnett,maximilian.carney@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,IT/IS,Field Operations,1951-12-11,MA,Laborer,Male,96303,Asian,Widowed,Fully Meets,4
1886,2313,Ayanna,Bowman,2021-09-13,Data Analyst,Sara Clayton,ayanna.bowman@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,IT/IS,Shop (Fleet),2000-10-30,MA,Shop,Male,40706,Asian,Divorced,Fully Meets,2
1887,2314,Lia,Blair,2019-08-19,Data Analyst,Vanessa Bell,lia.blair@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,IT/IS,Field Operations,1961-10-18,MA,Technician,Female,48955,Asian,Married,Fully Meets,1
1889,2316,Antwan,Gay,2021-07-21,Production Manager,Michelle Walker,antwan.gay@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,1973-09-29,MA,Technician,Male,14556,Asian,Divorced,Fully Meets,2
1890,2317,Jaydan,Hoffman,2020-11-13,Production Manager,Debbie Smith,jaydan.hoffman@bilearner.com,EW,Active,Full-Time,Zone A,Temporary,Production       ,Yard (Material Handling),1944-06-16,MA,Manager,Female,76366,Black,Single,Fully Meets,1
1891,2318,Faith,Golden,2022-02-20,Production Manager,Samuel Brown,faith.golden@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,1957-03-25,MA,Laborer,Female,57512,White,Widowed,Fully Meets,2
1895,2322,Ariel,Cervantes,2022-09-01,Production Manager,Angela Sims,ariel.cervantes@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,1963-04-27,MA,Driller,Female,73596,Asian,Divorced,Fully Meets,5
1898,2325,Keenan,Jensen,2020-12-29,Production Manager,Megan Rich,keenan.jensen@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,1999-10-20,MA,Laborer,Female,60295,Asian,Divorced,Fully Meets,1
1899,2326,Malakai,Whitehead,2022-08-08,President & CEO,James Dorsey,malakai.whitehead@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Production       ,Project Management - Con,1947-11-19,MA,Safety,Female,25257,Black,Single,Fully Meets,2
1900,2327,Parker,Cunningham,2020-07-30,Network Engineer,Erik Gray MD,parker.cunningham@bilearner.com,EW,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,1971-11-27,MA,Laborer,Male,43033,Black,Married,Fully Meets,4
1901,2328,Kadyn,Herring,2019-03-18,Network Engineer,Steven Ayala,kadyn.herring@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,Production       ,General - Con,1980-05-26,MA,Splicer,Male,48068,Asian,Divorced,Fully Meets,4
1903,2330,John,Forbes,2021-10-16,Data Analyst,Crystal Mahoney,john.forbes@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Production       ,Executive,1957-12-13,MA,Vp,Male,57688,Other,Married,Fully Meets,2
1906,2333,Natalee,Lane,2019-04-03,Data Analyst,Melissa Hodges,natalee.lane@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,IT/IS,Yard (Material Handling),1951-07-19,MA,Associate,Female,17611,Asian,Divorced,Fully Meets,1
1908,2335,Magdalena,Fischer,2022-07-27,Data Analyst,Charles Willis,magdalena.fischer@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,IT/IS,General - Con,1944-11-19,MA,Foreman,Male,58353,White,Divorced,Fully Meets,4
1909,2336,Walter,Dominguez,2019-10-06,Production Manager,Tim Wilcox,walter.dominguez@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,Production       ,General - Con,1984-05-06,MA,Foreman,Female,61633,Other,Single,Fully Meets,4
1910,2337,Hallie,Macias,2021-04-16,Production Manager,Amber White,hallie.macias@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Production       ,Engineers,1989-01-25,MA,Engineer,Male,29639,Other,Single,Fully Meets,4
1914,2341,Jesus,Hendricks,2018-10-13,Production Manager,Brandon Walsh,jesus.hendricks@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Production       ,General - Sga,1984-11-02,MA,Mechanic,Female,36574,Hispanic,Divorced,Fully Meets,2
1915,2342,Eli,Owens,2020-01-09,Production Manager,Richard Higgins,eli.owens@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,1967-05-14,MA,Laborer,Female,5298,Other,Single,Fully Meets,5
1916,2343,Emelia,Mcintyre,2019-09-18,Production Manager,Robert Warren,emelia.mcintyre@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Production       ,Wireless,1998-10-17,MA,Technician,Female,38735,Hispanic,Single,Fully Meets,4
1919,2346,Taryn,Black,2023-04-09,Production Manager,Elizabeth Dillon,taryn.black@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,1984-02-28,MA,Technician,Female,9394,Hispanic,Widowed,Fully Meets,4
1920,2347,Karley,Novak,2019-10-25,President & CEO,Jesus Smith,karley.novak@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,1977-11-07,MA,Laborer,Female,14720,White,Single,Fully Meets,1
1921,2348,Payten,Harvey,2022-06-25,Network Engineer,Timothy Waters,payten.harvey@bilearner.com,EW,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,1976-02-21,MA,Technician,Male,85605,Asian,Single,Fully Meets,1
1923,2350,Rey,Werner,2020-02-19,Network Engineer,Joanna Foster,rey.werner@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Executive Office,Wireline Construction,1973-04-24,MA,Laborer,Male,59836,Black,Divorced,Fully Meets,2
1926,2353,Dalia,Booth,2018-09-07,Data Analyst ,Michelle Nguyen,dalia.booth@bilearner.com,TNS,Active,Part-Time,Zone B,Full-Time,IT/IS,Field Operations,1997-07-26,MA,Foreman,Female,19035,Hispanic,Married,Fully Meets,2
1937,2364,Milagros,Jimenez,2019-08-05,Production Manager,Benjamin Johnson,milagros.jimenez@bilearner.com,EW,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,1960-08-24,MA,Technician,Male,53839,Black,Widowed,Fully Meets,5
1944,2371,Ahmed,Mcmahon,2022-11-21,Data Analyst,Brian Ortiz MD,ahmed.mcmahon@bilearner.com,EW,Active,Contract,Zone B,Temporary,Production       ,Field Operations,2000-05-30,MA,Supervisor,Male,59104,White,Married,Fully Meets,1
1948,2375,Selena,Adkins,2018-09-13,Data Analyst,Eric Campbell,selena.adkins@bilearner.com,TNS,Active,Contract,Zone B,Full-Time,IT/IS,General - Con,1958-11-02,MA,Foreman,Male,90110,Black,Single,Fully Meets,1
1950,2377,Payton,Nolan,2021-01-09,Production Manager,Jeremy Lee,payton.nolan@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Production       ,Executive,1960-06-14,MA,Vp,Male,2433,White,Single,Fully Meets,4
1951,2378,Leticia,Parks,2020-03-23,Production Manager,Zachary Parker,leticia.parks@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Production       ,Project Management - Eng,1944-11-23,MA,Administrative,Female,16691,Other,Married,Fully Meets,2
1954,2381,Heath,Romero,2019-08-29,Production Manager,Eric Strickland,heath.romero@bilearner.com,PYZ,Active,Part-Time,Zone B,Part-Time,Production       ,Catv,1988-04-08,MA,Foreman,Female,10486,Other,Divorced,Fully Meets,2
1956,2383,Danny,Thomas,2020-02-02,Production Manager,Robert Wolfe,danny.thomas@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,1973-04-08,MA,Laborer,Male,87927,Asian,Widowed,Fully Meets,4
1958,2385,Sawyer,Little,2020-04-10,Production Manager,Eric Richardson,sawyer.little@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Production       ,Yard (Material Handling),1953-11-19,MA,Associate,Female,46287,Asian,Single,Fully Meets,2
1959,2386,Uriel,Brennan,2018-12-14,Production Manager,Tyler Christian,uriel.brennan@bilearner.com,CCDR,Active,Part-Time,Zone B,Part-Time,Production       ,Finance & Accounting,1975-12-25,MA,Administrative,Female,87401,Black,Widowed,Fully Meets,1
1961,2388,Madden,Roman,2020-09-07,Network Engineer,Taylor Shaw,madden.roman@bilearner.com,EW,Active,Contract,Zone C,Temporary,Production       ,Fielders,1953-05-15,MA,Engineer,Male,94290,Other,Single,Fully Meets,2
1965,2392,Demetrius,Mendez,2019-08-05,Data Analyst,Timothy Mason,demetrius.mendez@bilearner.com,BPC,Active,Full-Time,Zone A,Full-Time,IT/IS,People Services,1944-09-27,MA,Services,Male,91306,Black,Single,Fully Meets,1
1968,2395,Terrell,Guerra,2019-12-10,Production Manager,Linda Simmons,terrell.guerra@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Production       ,General - Eng,1983-06-24,MA,Engineer,Male,8880,Black,Divorced,Fully Meets,1
1973,2400,Alvaro,Le,2018-11-03,Production Manager,Michael Anderson,alvaro.le@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Production       ,General - Sga,1961-06-12,MA,Supervisor,Male,28115,Black,Married,Fully Meets,2
1979,2406,Nickolas,Stephens,2018-11-13,Network Engineer,Taylor Cohen,nickolas.stephens@bilearner.com,EW,Active,Part-Time,Zone B,Part-Time,Production       ,Engineers,1971-03-25,MA,Technician,Male,73530,Black,Widowed,Fully Meets,1
1981,2408,Gunner,Boone,2021-09-15,Data Analyst,Jeffrey Barnes,gunner.boone@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,IT/IS,Field Operations,1962-01-10,MA,Foreman,Female,46328,Black,Divorced,Fully Meets,5
1982,2409,Kaitlin,Cooke,2020-02-06,Data Analyst ,Robert Wilson,kaitlin.cooke@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,IT/IS,Engineers,1996-10-30,MA,Program Manager,Female,91289,White,Single,Fully Meets,4
1983,2410,Sam,Gross,2022-10-21,Data Analyst,Thomas Ryan,sam.gross@bilearner.com,PYZ,Active,Full-Time,Zone B,Part-Time,IT/IS,Engineers,1957-11-19,MA,Project Manager,Male,39919,White,Divorced,Fully Meets,2
1984,2411,Nathaly,Stuart,2022-10-11,Production Manager,Paul Johnson,nathaly.stuart@bilearner.com,NEL,Active,Part-Time,Zone B,Temporary,Production       ,General - Con,1994-07-16,MA,Lineman,Female,43601,Black,Widowed,Fully Meets,2
1987,2414,Julianne,Shaw,2022-05-26,Production Manager,Carmen Fuentes,julianne.shaw@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Production       ,General - Con,1952-07-16,MA,Laborer,Female,82519,Asian,Single,Fully Meets,2
1989,2416,Leland,Chang,2022-06-06,Production Manager,Tiffany Taylor,leland.chang@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Production       ,General - Con,1994-06-08,MA,Laborer,Male,91822,Asian,Single,Fully Meets,2
1992,2419,Kaylyn,Joyce,2020-04-01,Production Manager,Joshua Benton,kaylyn.joyce@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Production       ,Wireline Construction,2000-08-16,MA,Driver,Female,94808,White,Married,Fully Meets,2
1993,2420,Carleigh,Garrison,2020-06-03,Production Manager,Emily Fritz,carleigh.garrison@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Production       ,Project Management - Con,1949-04-01,MA,Coordinator,Female,22631,White,Single,Fully Meets,5
1994,2421,Brycen,York,2021-11-20,Production Manager,Kayla Allen,brycen.york@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Production       ,Engineers,1986-09-03,MA,Engineer,Female,70680,Asian,Married,Fully Meets,2
1996,2423,Yael,Garcia,2018-10-10,President & CEO,Tina Lopez,yael.garcia@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Production       ,General - Con,1977-11-10,MA,Laborer,Male,93897,Asian,Divorced,Fully Meets,1
2011,2438,Humberto,Rocha,2022-03-13,Production Manager,Melanie Mullins,humberto.rocha@bilearner.com,PL,Active,Contract,Zone A,Full-Time,Production       ,Wireless,1964-09-22,MA,Operator,Female,47253,Black,Divorced,Fully Meets,5
2012,2439,Cordell,Vazquez,2021-08-21,Production Manager,Paula Henderson,cordell.vazquez@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Production       ,Engineers,1944-05-10,MA,Engineer,Female,52238,White,Single,Fully Meets,5
2013,2440,Teagan,Fletcher,2021-05-15,Production Manager,Beverly Dennis,teagan.fletcher@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Production       ,General - Con,1962-07-23,MA,Laborer,Male,72975,Other,Divorced,Fully Meets,1
2014,2441,Camden,Mcclure,2021-07-14,President & CEO,Barry Mcfarland,camden.mcclure@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Production       ,General - Sga,1973-12-19,MA,Recruiter,Male,94258,Hispanic,Married,Fully Meets,2
2016,2443,Camron,Jenkins,2020-07-27,Data Analyst,Jennifer Lamb,camron.jenkins@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Production       ,Wireline Construction,1976-03-28,MA,Foreman,Female,8971,White,Widowed,Fully Meets,1
2017,2444,America,Buchanan,2023-04-16,Data Analyst,Jacob Berry,america.buchanan@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,IT/IS,Wireline Construction,1957-09-07,MA,Traffic,Female,53240,Black,Single,Fully Meets,4
2018,2445,Avery,Koch,2019-12-30,Production Manager,Kelly Mercer,avery.koch@bilearner.com,MSC,Active,Contract,Zone B,Temporary,Production       ,General - Con,1969-12-31,MA,Technician,Female,55950,Asian,Widowed,Fully Meets,2
2024,2451,Rosa,Rosales,2020-09-08,Production Manager,Carol Allen,rosa.rosales@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Production       ,Splicing,1943-11-14,MA,Supervisor,Male,78058,Black,Married,Fully Meets,5
2025,2452,Fabian,Mullins,2022-10-14,Production Manager,Michael Cortez,fabian.mullins@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Production       ,Project Management - Con,1972-10-23,MA,Vp,Male,15079,Asian,Married,Fully Meets,2
2026,2453,Mila,Poole,2023-05-13,Production Manager,Erin Abbott,mila.poole@bilearner.com,CCDR,Active,Full-Time,Zone C,Full-Time,Production       ,Underground,1988-09-22,MA,Laborer,Male,70878,Other,Widowed,Fully Meets,1
